name,description,url,downloads,owners,owners_urls
geotiler,GeoTiler - library to create maps using tiles from a map provider,https://pypi.org/project/geotiler/,68305,wrobell,https://pypi.org/user/wrobell/
ptychography40,Phase reconstruction using ptychography,https://pypi.org/project/ptychography40/,625,"Alexander.Clausen,uellue","https://pypi.org/user/Alexander.Clausen/,https://pypi.org/user/uellue/"
ChildProject,LAAC@LSCP,https://pypi.org/project/ChildProject/,1881,lucasgautheron,https://pypi.org/user/lucasgautheron/
informverify,inForm PerkinElmer file assumption verification,https://pypi.org/project/informverify/,18220,jason-weirather,https://pypi.org/user/jason-weirather/
pi-sht1x,Python 3 library for Sensirion SHT1x series of temperature & humidity sensors for the Raspberry Pi.,https://pypi.org/project/pi-sht1x/,49331,drohm,https://pypi.org/user/drohm/
optimade-client,Voilà/Jupyter client for searching through OPTIMADE databases.,https://pypi.org/project/optimade-client/,18006,CasperWA,https://pypi.org/user/CasperWA/
nlcc,Natural language computational chemistry,https://pypi.org/project/nlcc/,1007,whitead,https://pypi.org/user/whitead/
simoa,Scientific Python package for Simulation Output Analysis,https://pypi.org/project/simoa/,15224,andsor,https://pypi.org/user/andsor/
IPFX,Intrinsic Physiology Feature Extractor (IPFX) - tool for computing neuronal features from the intracellular electrophysiological recordings,https://pypi.org/project/IPFX/,15342,alleninstitute,https://pypi.org/user/alleninstitute/
codeart,Data visualizations with your own code.,https://pypi.org/project/codeart/,6724,vsochat,https://pypi.org/user/vsochat/
bento-dash,Create Plotly Dash apps via templates,https://pypi.org/project/bento-dash/,15093,dereklarson,https://pypi.org/user/dereklarson/
lca-disclosures,Python based tools for working with LCA foreground model disclosures,https://pypi.org/project/lca-disclosures/,2185,brandon.kuczenski,https://pypi.org/user/brandon.kuczenski/
cxflow-tensorflow,TensorFlow extension for cxflow.,https://pypi.org/project/cxflow-tensorflow/,57083,blazeka,https://pypi.org/user/blazeka/
pyladder,A python package for planarity testing and rendering of ladder type graphs,https://pypi.org/project/pyladder/,16140,HaraldUjc,https://pypi.org/user/HaraldUjc/
flownetpy,A package to simulate flow networks,https://pypi.org/project/flownetpy/,23643,dmanik,https://pypi.org/user/dmanik/
yacman,A standardized configuration object for reference genome assemblies,https://pypi.org/project/yacman/,153929,"databio,michalstolarczyk,nsheff,vreuter","https://pypi.org/user/databio/,https://pypi.org/user/michalstolarczyk/,https://pypi.org/user/nsheff/,https://pypi.org/user/vreuter/"
KicadModTree,creating kicad footprints using python scripts,https://pypi.org/project/KicadModTree/,11540,pointhi,https://pypi.org/user/pointhi/
highered,Learnable Edit Distance Using PyHacrf,https://pypi.org/project/highered/,1599586,"datamade.wheelbuilder,Derek.Eder,fgregg","https://pypi.org/user/datamade.wheelbuilder/,https://pypi.org/user/Derek.Eder/,https://pypi.org/user/fgregg/"
pybayesbandit,Bayesian bandits in Python3.,https://pypi.org/project/pybayesbandit/,6341,thiago.pbueno,https://pypi.org/user/thiago.pbueno/
dh-scikit-optimize,A Modified version of scikit-optimize a Sequential model-based optimization toolbox for DeepHyper.,https://pypi.org/project/dh-scikit-optimize/,8236,Deathn0t,https://pypi.org/user/Deathn0t/
gpumap,UMAP with GPUs,https://pypi.org/project/gpumap/,7917,p3732,https://pypi.org/user/p3732/
dymax,Dymaxion Fuller Projection Utilities,https://pypi.org/project/dymax/,3905,Teque5,https://pypi.org/user/Teque5/
BlueWhale3-Geo-Test,Orange add-on for dealing with geography and geo-location.,https://pypi.org/project/BlueWhale3-Geo-Test/,1657,zhangch,https://pypi.org/user/zhangch/
arcovid19,Utilities to access different Argentina-Related databases of COVID-19 data from the IATE task force.,https://pypi.org/project/arcovid19/,6394,Juan.BC,https://pypi.org/user/Juan.BC/
pyflagser,Python bindings for the flagser C++ library.,https://pypi.org/project/pyflagser/,70519,giotto-learn,https://pypi.org/user/giotto-learn/
saleae,Library to control a Saleae,https://pypi.org/project/saleae/,136125,ppannuto,https://pypi.org/user/ppannuto/
tinyfasta,"Tiny FASTA package, without dependencies, for processing biological sequence files.",https://pypi.org/project/tinyfasta/,8971,tjelvar.olsson,https://pypi.org/user/tjelvar.olsson/
tad4bj,Tabular Annotations of Data for Batch Jobs,https://pypi.org/project/tad4bj/,16265,alexbarcelo,https://pypi.org/user/alexbarcelo/
CellStar,Algorithm for round cells identification in the brightfield microscopy images.,https://pypi.org/project/CellStar/,5872,fafa87,https://pypi.org/user/fafa87/
pyregion,python parser for ds9 region files,https://pypi.org/project/pyregion/,92056,"Christoph.Deil,keflavich,lbradley,lee_j_joon,robitaille","https://pypi.org/user/Christoph.Deil/,https://pypi.org/user/keflavich/,https://pypi.org/user/lbradley/,https://pypi.org/user/lee_j_joon/,https://pypi.org/user/robitaille/"
transkribus-client,Unofficial API client for the Transkribus project,https://pypi.org/project/transkribus-client/,224,teklia,https://pypi.org/user/teklia/
itk-elastix-opencl,"Provides an ITK Python interface to elastix, a toolbox for rigid and nonrigid registration of images",https://pypi.org/project/itk-elastix-opencl/,56971,"dzenanz,hjmjohnson,thewtex","https://pypi.org/user/dzenanz/,https://pypi.org/user/hjmjohnson/,https://pypi.org/user/thewtex/"
breidablik,Interpolate lithium spectra and predict lithium abundance for most main sequence stars,https://pypi.org/project/breidablik/,40676,ellawang44,https://pypi.org/user/ellawang44/
mosaik-pypower,An adapter to use PYPOWER with mosaik.,https://pypi.org/project/mosaik-pypower/,61674,mosaik,https://pypi.org/user/mosaik/
worldbuild,Tools for computational world building,https://pypi.org/project/worldbuild/,20286,acutesoftware,https://pypi.org/user/acutesoftware/
jp-cleanup,Cleanup Jupyter Notebook files,https://pypi.org/project/jp-cleanup/,3795,LarsKlitzke,https://pypi.org/user/LarsKlitzke/
geomodels,Python package for Earth data models management,https://pypi.org/project/geomodels/,12670,antonio.valentino,https://pypi.org/user/antonio.valentino/
BayesFlare,Python functions and classes implementing a Bayesian approach to flare finding.,https://pypi.org/project/BayesFlare/,32487,transientlunatic,https://pypi.org/user/transientlunatic/
medic,A command line tool to manage a PubMed DB mirror.,https://pypi.org/project/medic/,71262,fnl,https://pypi.org/user/fnl/
proof,"A Python library for creating optimized, repeatable and self-documenting data analysis pipelines.",https://pypi.org/project/proof/,23404,bouvard,https://pypi.org/user/bouvard/
geopyspark,Python bindings for GeoTrellis,https://pypi.org/project/geopyspark/,481147,"echeipesh,jbouffard","https://pypi.org/user/echeipesh/,https://pypi.org/user/jbouffard/"
pyGLUE,A Python framework to conduct GLUE analyses,https://pypi.org/project/pyGLUE/,6296,justem,https://pypi.org/user/justem/
orangetool,Some useful script for Orangepi/Raspberrypi boards,https://pypi.org/project/orangetool/,19025,s.haghighi,https://pypi.org/user/s.haghighi/
Ball,Ball: A Python Package for Detecting Distribution Difference and Association in Metric Spaces,https://pypi.org/project/Ball/,55070,"huyue,mamba413,weini","https://pypi.org/user/huyue/,https://pypi.org/user/mamba413/,https://pypi.org/user/weini/"
nvidia-pyprof,A fake package to warn the user they are not installing the correct package.,https://pypi.org/project/nvidia-pyprof/,1390,nvidia,https://pypi.org/user/nvidia/
paleomix,Bioinformatics pipelines for HTS data,https://pypi.org/project/paleomix/,57599,mischu,https://pypi.org/user/mischu/
amplicnv,A Python3.x package for CNV detection,https://pypi.org/project/amplicnv/,512,ip4-team,https://pypi.org/user/ip4-team/
cpppo,Cpppo is a Communication Protocol Python Parser and Originator,https://pypi.org/project/cpppo/,456725,pjkundert,https://pypi.org/user/pjkundert/
deeplite-profiler,Profiler for deep learning models,https://pypi.org/project/deeplite-profiler/,3823,Deeplite,https://pypi.org/user/Deeplite/
fun-supergus,Toolkit for various fun and useful tasks,https://pypi.org/project/fun-supergus/,2690,supergus,https://pypi.org/user/supergus/
system-query,comprehensive and concise system information querying tool,https://pypi.org/project/system-query/,36873,mbdev,https://pypi.org/user/mbdev/
PyCIM,Python implementation of the Common Information Model.,https://pypi.org/project/PyCIM/,156719,"osirius,rwl","https://pypi.org/user/osirius/,https://pypi.org/user/rwl/"
cubist,A Python package for fitting Quinlan's Cubist regression model.,https://pypi.org/project/cubist/,12318,pjaselin,https://pypi.org/user/pjaselin/
Scikit-Qfit,Fit gradient orthogonal Q-polynomials to 2D data,https://pypi.org/project/Scikit-Qfit/,44590,geishm,https://pypi.org/user/geishm/
nvstatsrecorder,NVStatsRecorder,https://pypi.org/project/nvstatsrecorder/,20060,tlkh96,https://pypi.org/user/tlkh96/
pymwalib,"A Python interface for mwalib, a library to read Murchison Widefield Array (MWA) raw visibilities, voltages and metadata into a common structure",https://pypi.org/project/pymwalib/,4444,mwa_telescope,https://pypi.org/user/mwa_telescope/
virtex,Serving for computational workloads,https://pypi.org/project/virtex/,4444,clarson,https://pypi.org/user/clarson/
smc,A python driver library for Pololu's Simple Motor Controllers,https://pypi.org/project/smc/,32879,kevin.walchko,https://pypi.org/user/kevin.walchko/
prediction-flow,Deep-Learning based CTR models implemented by PyTorch,https://pypi.org/project/prediction-flow/,5181,hw_zhang,https://pypi.org/user/hw_zhang/
datalad,data distribution geared toward scientific datasets,https://pypi.org/project/datalad/,238511,"bpoldrack,kyleam,Michael.Hanke,yarikoptic","https://pypi.org/user/bpoldrack/,https://pypi.org/user/kyleam/,https://pypi.org/user/Michael.Hanke/,https://pypi.org/user/yarikoptic/"
dstf,A framework for Deterministic Scheduling Theory,https://pypi.org/project/dstf/,22039,anthonydugois,https://pypi.org/user/anthonydugois/
liberty-parser,Liberty format parser.,https://pypi.org/project/liberty-parser/,17913,miaou,https://pypi.org/user/miaou/
alchemy-catalyst,Alchemy. Experiments logging & visualization.,https://pypi.org/project/alchemy-catalyst/,50210,"dkuryakin,scitator","https://pypi.org/user/dkuryakin/,https://pypi.org/user/scitator/"
dppy,DPPy is a Python library for exact and approximate sampling of Determinantal Point Processes.,https://pypi.org/project/dppy/,29647,"danielecc,guilgautier,Naereen","https://pypi.org/user/danielecc/,https://pypi.org/user/guilgautier/,https://pypi.org/user/Naereen/"
yt,An analysis and visualization toolkit for volumetric data,https://pypi.org/project/yt/,632072,"brittonsmith,jzuhone,mturk,munkm,Nathan.Goldbaum,xarthisius","https://pypi.org/user/brittonsmith/,https://pypi.org/user/jzuhone/,https://pypi.org/user/mturk/,https://pypi.org/user/munkm/,https://pypi.org/user/Nathan.Goldbaum/,https://pypi.org/user/xarthisius/"
ggplot,ggplot for python,https://pypi.org/project/ggplot/,5350598,glamp,https://pypi.org/user/glamp/
ddtruss,Data-driven solver for truss structures,https://pypi.org/project/ddtruss/,7721,tianyikillua,https://pypi.org/user/tianyikillua/
pytvfemd,tvfemd in Python,https://pypi.org/project/pytvfemd/,1829,stfbnc,https://pypi.org/user/stfbnc/
linkalman,Flexible Linear Kalman Filter,https://pypi.org/project/linkalman/,1711,fnosdy,https://pypi.org/user/fnosdy/
rnl-scikit-learn,RedNodeLabs' fork of scikit-learn with optimizations for Real-Time Location Systems,https://pypi.org/project/rnl-scikit-learn/,1445,rnl_antonio,https://pypi.org/user/rnl_antonio/
auto-sklearn,Automated machine learning.,https://pypi.org/project/auto-sklearn/,408654,"keggensperger,mfeurer","https://pypi.org/user/keggensperger/,https://pypi.org/user/mfeurer/"
aakbar, aakbar -- amino-acid k-mer signature tools ,https://pypi.org/project/aakbar/,94838,joelb123,https://pypi.org/user/joelb123/
mosaik-csv,Presents CSV datasets to mosaik as models.,https://pypi.org/project/mosaik-csv/,30812,mosaik,https://pypi.org/user/mosaik/
pathos,parallel graph management and execution in heterogeneous computing,https://pypi.org/project/pathos/,21781588,mmckerns,https://pypi.org/user/mmckerns/
brainome-mac-python3.7,Brainome Table Compiler,https://pypi.org/project/brainome-mac-python3.7/,3557,stevkobrainome,https://pypi.org/user/stevkobrainome/
vodkas,Syntactic sugar around Waters LC/IMS/MS pypeline.,https://pypi.org/project/vodkas/,1697,MatteoLacki,https://pypi.org/user/MatteoLacki/
pca-b-stream,Byte Stream Representation of Piecewise-constant Array,https://pypi.org/project/pca-b-stream/,5194,eric.dbv,https://pypi.org/user/eric.dbv/
batch-ppo,Efficient TensorFlow implementation of reinforcement learning algorithms.,https://pypi.org/project/batch-ppo/,3165,danijar,https://pypi.org/user/danijar/
pds-doi-service,Digital Object Identifier service for the Planetary Data System,https://pypi.org/project/pds-doi-service/,2605,"collinss-jpl,jdyoung,jpadams,nutjob,pdsen-ci,tloubrieu,viviant","https://pypi.org/user/collinss-jpl/,https://pypi.org/user/jdyoung/,https://pypi.org/user/jpadams/,https://pypi.org/user/nutjob/,https://pypi.org/user/pdsen-ci/,https://pypi.org/user/tloubrieu/,https://pypi.org/user/viviant/"
burst_detection,Detect bursts in batched data using Kleinbergs (2002) algorithm.,https://pypi.org/project/burst_detection/,20710,nmarinsek,https://pypi.org/user/nmarinsek/
hydrotools.-restclient,General REST api client with built in request caching and retries.,https://pypi.org/project/hydrotools.-restclient/,3801,"aaraney,HydroTools,jarq6c","https://pypi.org/user/aaraney/,https://pypi.org/user/HydroTools/,https://pypi.org/user/jarq6c/"
hexformat,Library for popular HEX-formats like IntelHex and SRecord,https://pypi.org/project/hexformat/,17685,Martin_Scharrer,https://pypi.org/user/Martin_Scharrer/
tensorboard-plugin-profile,Profile Tensorboard Plugin,https://pypi.org/project/tensorboard-plugin-profile/,1364558,xprofplugin,https://pypi.org/user/xprofplugin/
lsld2,TODO,https://pypi.org/project/lsld2/,3847,Xiaoy01,https://pypi.org/user/Xiaoy01/
biomartian,Access BioMart from the command line.,https://pypi.org/project/biomartian/,79286,endrebak,https://pypi.org/user/endrebak/
materya-mercury,Full suite for automated quantitative trading in Python,https://pypi.org/project/materya-mercury/,2644,Sylver,https://pypi.org/user/Sylver/
kerasplotlib,Kerasplotlib is a visualization library for Keras,https://pypi.org/project/kerasplotlib/,81532,mikkokotila,https://pypi.org/user/mikkokotila/
rio-ds-mask,Extract an image's dataset-level mask and write to a new file.,https://pypi.org/project/rio-ds-mask/,6664,geowurster,https://pypi.org/user/geowurster/
investpy,Financial Data Extraction from Investing.com with Python,https://pypi.org/project/investpy/,208455,alvarob96,https://pypi.org/user/alvarob96/
pyss3,Python package that implements the SS3 text classifier (with visualizations tools for XAI),https://pypi.org/project/pyss3/,53495,sergioburdisso,https://pypi.org/user/sergioburdisso/
